home_ownership,annual_inc,purpose,inq_last_6mths,open_acc
MORTGAGE,120000,debt_consolidation,2,17
MORTGAGE,95000,debt_consolidation,,9
MORTGAGE,126000,debt_consolidation,6,23
MORTGAGE,,credit_card,0,15
MORTGAGE,,n/a,1,
MORTGAGE,,debt_consolidation,0,8
,3e+05,other,1,
RENT,26000,credit_card,0,
n/a,65000,n/a,3,12
n/a,32700,credit_card,,11
OWN,,,0,8
n/a,60000,n/a,0,14
MORTGAGE,72000,credit_card,0,11
MORTGAGE,58000,credit_card,0,
,63000,"",,
,70000,credit_card,0,14
,45000,credit_card,1,
MORTGAGE,69600,credit_card,1,14
 ,,,1,
n/a,,"",,5
n/a,120000,debt_consolidation,0,12
RENT,30000,debt_consolidation,2,5
n/a,40000,,1,
,69000, ,0,7
MORTGAGE,71165,debt_consolidation,1,10
n/a,,credit_card,0,9
MORTGAGE,45000,credit_card,0,17
OWN,85000,debt_consolidation,0,13
OWN,,n/a,0,12
RENT,77088,debt_consolidation,0,8
MORTGAGE,, ,3,6
MORTGAGE,90000,debt_consolidation,1,
MORTGAGE,57205.5,home_improvement,0,
MORTGAGE,90000,other,1,7
n/a,,,0,
MORTGAGE,265000,house,1,16
n/a,,n/a,1,11
RENT,56000,,0,16
"",74000,debt_consolidation,2,
RENT,45000, ,1,
OWN,40000,,0,5
n/a,,debt_consolidation,1,11
RENT,80000,other,2,10
MORTGAGE,, ,1,23
RENT,,debt_consolidation,0,14
,140000,debt_consolidation,2,14
MORTGAGE,124000,debt_consolidation,0,15
,64284,credit_card,2,
MORTGAGE,80000,debt_consolidation,0,
RENT,69210,,2,11
"",,debt_consolidation,0,18
,72000,debt_consolidation,0,
n/a,,debt_consolidation,1,13
n/a,67000,credit_card,0,15
MORTGAGE,86000,n/a,1,14
n/a,,,3,9
n/a,,debt_consolidation,1,
MORTGAGE,39400, ,0,7
MORTGAGE,80000,,1,
OWN,160000,debt_consolidation,0,8
MORTGAGE,32000,debt_consolidation,1,6
RENT,88000,credit_card,4,13
"",90000,,2,
RENT,55000,"",0,
MORTGAGE,, ,,13
MORTGAGE,25000,,0,9
MORTGAGE,38000,,3,9
n/a,60000,n/a,2,17
"",,,,13
 ,37000,debt_consolidation,0,7
MORTGAGE,12250,other,0,2
RENT,54000, ,1,9
OWN,45000,n/a,0,8
MORTGAGE,124000,major_purchase,0,6
RENT,63653,"",2,
 ,67500,,2,12
OWN,30000,debt_consolidation,1,14
OWN,1e+05, ,0,21
MORTGAGE,,debt_consolidation,0,13
n/a,140000,home_improvement,0,
RENT,60000,,0,24
OWN,104000,debt_consolidation,0,
 ,,home_improvement,,9
MORTGAGE,117000,credit_card,1,10
MORTGAGE,135000,debt_consolidation,1,15
OWN,135000,debt_consolidation,1,10
RENT,65000,debt_consolidation,0,4
RENT,42000,credit_card,0,11
MORTGAGE,103000,,0,9
n/a,95000,credit_card,0,4
MORTGAGE,160000,credit_card,0,14
MORTGAGE,45000,debt_consolidation,2,14
"",98000,n/a,1,11
MORTGAGE,,credit_card,0,10
MORTGAGE,43000,credit_card,0,10
RENT,33800,debt_consolidation,2,9
MORTGAGE,76500,credit_card,2,15
"",98000,home_improvement,0,
MORTGAGE,25000,credit_card,0,
RENT,45000,credit_card,2,
 ,125000,medical,1,7
MORTGAGE,,debt_consolidation,1,
MORTGAGE,, ,1,
MORTGAGE,,debt_consolidation,3,10
RENT,,debt_consolidation,0,7
MORTGAGE,32000,debt_consolidation,1,4
MORTGAGE,154043,credit_card,1,18
MORTGAGE,90000,debt_consolidation,0,9
RENT,80000,car,0,13
,95000,credit_card,0,11
,105000, ,0,19
 ,250000,debt_consolidation,0,12
MORTGAGE,55000,credit_card,0,8
RENT,,debt_consolidation,2,5
RENT,27000,,3,4
,,debt_consolidation,,12
MORTGAGE,,debt_consolidation,0,
RENT,60000,credit_card,0,15
MORTGAGE,80000,debt_consolidation,0,11
n/a,70000,credit_card,1,8
MORTGAGE,50000,debt_consolidation,1,14
RENT,30000,credit_card,1,14
MORTGAGE,82000,credit_card,2,17
MORTGAGE,130000,"",2,
 ,120000,debt_consolidation,1,19
MORTGAGE,39000,debt_consolidation,0,
OWN,90000,small_business,0,
RENT,45000,debt_consolidation,0,11
n/a,,credit_card,2,
MORTGAGE,130000,debt_consolidation,0,14
n/a,60000,n/a,3,12
MORTGAGE,,credit_card,1,
OWN,79000,debt_consolidation,,9
"",65000, ,1,
n/a,,credit_card,2,14
 ,80000,debt_consolidation,0,10
MORTGAGE,109000,debt_consolidation,0,10
RENT,83000, ,0,
RENT,35000,debt_consolidation,0,10
RENT,121018, ,0,11
MORTGAGE,,credit_card,2,14
RENT,60000,debt_consolidation,0,7
MORTGAGE,35000,debt_consolidation,0,18
MORTGAGE,,debt_consolidation,2,12
MORTGAGE,95000, ,,
RENT,135000,debt_consolidation,1,
RENT,81000,debt_consolidation,2,11
OWN,97000,,1,11
RENT,48400,"",1,23
RENT,80000,credit_card,0,
MORTGAGE,50000,debt_consolidation,0,10
n/a,38000,,1,
RENT,,credit_card,0,6
MORTGAGE,1e+05,debt_consolidation,2,18
RENT,70000,,1,
MORTGAGE,65000,credit_card,0,12
MORTGAGE,57300,debt_consolidation,0,18
n/a,60000,debt_consolidation,0,5
,,debt_consolidation,0,8
RENT,38000,debt_consolidation,,
 ,75000,debt_consolidation,0,19
MORTGAGE,148000, ,3,18
MORTGAGE,145000,debt_consolidation,,
,72631.35,credit_card,0,20
RENT,30000,debt_consolidation,0,5
MORTGAGE,68500, ,0,12
OWN,76000,"",0,
n/a,124200,"",2,13
MORTGAGE,72000,debt_consolidation,2,
"",155000,,1,5
RENT,30000,debt_consolidation,1,12
RENT,55000,,0,10
MORTGAGE,83000,"",0,10
,112000,,2,16
MORTGAGE,,"",3,19
RENT,,debt_consolidation,0,10
MORTGAGE,32750,debt_consolidation,0,3
MORTGAGE,60000,debt_consolidation,1,14
MORTGAGE,,debt_consolidation,0,13
MORTGAGE,70000,debt_consolidation,0,16
"",44000,n/a,0,13
n/a,105000,medical,0,
MORTGAGE,45000,credit_card,,6
MORTGAGE,46800,debt_consolidation,0,
RENT,53100,"",,15
MORTGAGE,52000,credit_card,,10
n/a,59000,debt_consolidation,1,
RENT,50000,debt_consolidation,0,6
RENT,75000,debt_consolidation,1,
MORTGAGE,106000,,0,10
MORTGAGE,,debt_consolidation,2,23
n/a,75000,n/a,3,8
MORTGAGE,55000,debt_consolidation,0,
RENT,60000,,1,
RENT,,,5,9
OWN,98000,,3,6
MORTGAGE,98000,n/a,1,19
MORTGAGE,165000,credit_card,2,11
MORTGAGE,62000,,1,10
MORTGAGE,57200,debt_consolidation,,7
MORTGAGE,60000,debt_consolidation,0,
MORTGAGE,97000,credit_card,0,12
MORTGAGE,98265.23,other,2,11
,80000,n/a,2,11
RENT,55000,"",1,7
"",90000,credit_card,3,11
n/a,55000,,3,5
RENT,50000,credit_card,0,
RENT,56000,debt_consolidation,0,13
MORTGAGE,51100,credit_card,0,
RENT,32000,n/a,2,12
MORTGAGE,58000,debt_consolidation,,23
RENT,75000,house,2,
"",,debt_consolidation,0,
OWN,,debt_consolidation,4,
RENT,60000,credit_card,1,
n/a,35000, ,2,5
MORTGAGE,,,1,11
MORTGAGE,65000,debt_consolidation,1,12
MORTGAGE,52000,debt_consolidation,0,
OWN,,debt_consolidation,2,21
,94000,debt_consolidation,2,20
RENT,45500,debt_consolidation,1,12
RENT,46000,debt_consolidation,0,9
RENT,130000,n/a,0,
n/a,125000,debt_consolidation,0,18
MORTGAGE,82000,debt_consolidation,3,10
MORTGAGE,,debt_consolidation,1,15
,,debt_consolidation,1,14
 ,90000,n/a,1,17
 ,22700,other,,8
n/a,25000,debt_consolidation,1,15
MORTGAGE,,,2,
RENT,70000,debt_consolidation,0,7
RENT,75000,debt_consolidation,1,9
MORTGAGE,120000,n/a,0,16
RENT,52000,debt_consolidation,2,14
MORTGAGE,40000,,1,
MORTGAGE,52000,credit_card,1,
OWN,75000,"",2,9
MORTGAGE,54000,,0,
 ,82597,credit_card,0,
MORTGAGE,91000,credit_card,2,
MORTGAGE,43000,n/a,5,
MORTGAGE,93000,n/a,,16
MORTGAGE,50000,n/a,1,10
MORTGAGE,78000,debt_consolidation,4,6
MORTGAGE,,debt_consolidation,1,18
n/a,42000,debt_consolidation,0,23
MORTGAGE,110000,debt_consolidation,0,9
MORTGAGE,84000,debt_consolidation,0,11
MORTGAGE,,home_improvement,2,
MORTGAGE,60000,debt_consolidation,1,17
n/a,39000,n/a,,
n/a,66000,debt_consolidation,0,11
MORTGAGE,30000,debt_consolidation,0,12
MORTGAGE,86400,credit_card,0,13
RENT,95000,n/a,0,5
n/a,72000,major_purchase,0,7
RENT,53000,debt_consolidation,2,12
MORTGAGE,94000,debt_consolidation,0,9
MORTGAGE,80000,credit_card,1,
MORTGAGE,40000,,1,9
MORTGAGE,110000,debt_consolidation,0,14
RENT,150000,n/a,1,
MORTGAGE,68829.74,debt_consolidation,0,10
OWN,65000,debt_consolidation,2,8
"",50000,credit_card,0,13
 ,90000,debt_consolidation,0,6
OWN,152000,credit_card,2,9
RENT,45000,credit_card,,16
MORTGAGE,35000,debt_consolidation,2,9
MORTGAGE,,"",0,12
MORTGAGE,85000,debt_consolidation,1,18
MORTGAGE,41000,debt_consolidation,0,11
RENT,50000, ,1,13
MORTGAGE,40000,debt_consolidation,,
MORTGAGE,42000,debt_consolidation,0,17
,60000,debt_consolidation,4,11
MORTGAGE,,debt_consolidation,0,14
MORTGAGE,62000, ,2,
,40000,debt_consolidation,,16
"",39741,n/a,0,16
MORTGAGE,,credit_card,1,25
RENT,60000,n/a,1,12
 ,25000,"",0,6
MORTGAGE,62800,,1,11
RENT,,other,0,15
RENT,96000, ,0,5
 ,70000,debt_consolidation,1,6
RENT,37000,credit_card,0,5
MORTGAGE,67000,credit_card,0,13
 ,41600,debt_consolidation,1,14
RENT,105000,debt_consolidation,3,
MORTGAGE,,debt_consolidation,,16
RENT,121000,debt_consolidation,3,20
RENT,,debt_consolidation,1,
MORTGAGE,1e+05,n/a,0,11
"",43000, ,0,
n/a,93000,debt_consolidation,1,11
,98000,n/a,0,12
MORTGAGE,70000,,3,13
MORTGAGE,60000,credit_card,,11
MORTGAGE,85000,debt_consolidation,0,15
MORTGAGE,33624,home_improvement,0,4
RENT,,,2,19
MORTGAGE,38900,debt_consolidation,,
RENT,,debt_consolidation,0,9
OWN,,credit_card,0,15
MORTGAGE,123340,"",0,13
MORTGAGE,58000,credit_card,1,18
"",98500,debt_consolidation,0,20
OWN,,debt_consolidation,0,6
 ,53530,credit_card,1,
,56000,debt_consolidation,2,5
RENT,60000,debt_consolidation,0,9
RENT,49000,debt_consolidation,1,19
 ,35400,debt_consolidation,1,
MORTGAGE,,debt_consolidation,0,
RENT,30000,n/a,1,
RENT,38000,debt_consolidation,1,7
MORTGAGE,50000,,3,8
MORTGAGE,90000,,2,5
RENT,42000,other,0,10
n/a,18000,credit_card,1,5
MORTGAGE,58800,n/a,2,
MORTGAGE,56400,debt_consolidation,1,8
MORTGAGE,45000,"",0,
MORTGAGE,,debt_consolidation,0,6
MORTGAGE,,debt_consolidation,0,20
n/a,39000,n/a,1,10
MORTGAGE,,,2,9
MORTGAGE,50000,,2,9
RENT,55000,credit_card,2,10
,54000,"",0,5
"",109000,debt_consolidation,1,13
,72000,debt_consolidation,3,9
MORTGAGE,290000,n/a,0,
RENT,41329.6, ,,9
RENT,,debt_consolidation,0,3
RENT,100520,credit_card,2,17
"",51000,n/a,0,6
 ,,,2,8
MORTGAGE,38000, ,2,
RENT,,n/a,1,
,41000,debt_consolidation,1,13
n/a,84495.56,debt_consolidation,2,8
MORTGAGE,2e+05,debt_consolidation,,11
RENT,42000, ,1,14
n/a,30000,other,1,
MORTGAGE,72000,debt_consolidation,,
MORTGAGE,48000,credit_card,3,8
RENT,44223,,0,8
,,other,2,8
"",,debt_consolidation,2,11
RENT,20000,debt_consolidation,0,7
n/a,96000,credit_card,0,
MORTGAGE,130000,credit_card,3,12
 ,68000,debt_consolidation,,13
,60000, ,,3
MORTGAGE,60000,,0,12
MORTGAGE,65000,debt_consolidation,3,7
RENT,40000,,0,11
n/a,58000,debt_consolidation,1,
MORTGAGE,55000,credit_card,2,
MORTGAGE,45000,debt_consolidation,2,
RENT,48500, ,2,14
OWN,88000,debt_consolidation,1,
"",110000,credit_card,3,
RENT,,debt_consolidation,0,12
MORTGAGE,75000,credit_card,0,6
,48000, ,1,15
RENT,,,,9
MORTGAGE,138000,debt_consolidation,0,7
MORTGAGE,102000,debt_consolidation,1,19
n/a,90000,,,
RENT,42000,"",0,
 ,39000,home_improvement,1,7
MORTGAGE,53000,,1,
"",60840,,1,17
MORTGAGE,120000,medical,0,19
OWN,87000,n/a,0,
 ,145000,credit_card,,12
,47760,"",1,9
MORTGAGE,50000,,,5
 ,85200,debt_consolidation,1,8
MORTGAGE,65000, ,0,10
MORTGAGE,35000,"",0,5
RENT,80000,debt_consolidation,2,18
OWN,65000,credit_card,0,11
"",,debt_consolidation,1,6
RENT,,"",0,8
MORTGAGE,220000,debt_consolidation,2,9
n/a,24000,"",1,10
MORTGAGE,36000,credit_card,0,13
MORTGAGE,,credit_card,1,14
MORTGAGE,50000,home_improvement,1,8
RENT,75000,debt_consolidation,1,
MORTGAGE,63240,debt_consolidation,2,13
RENT,50000,credit_card,1,
,52000,,1,
n/a,90000,n/a,3,14
RENT,34000,credit_card,4,6
MORTGAGE,106000,credit_card,0,14
RENT,96000,debt_consolidation,0,13
 ,102500,debt_consolidation,3,7
MORTGAGE,65000,credit_card,2,7
"",36774,debt_consolidation,0,9
MORTGAGE,70000,,0,9
MORTGAGE,95000,credit_card,0,13
MORTGAGE,84000,debt_consolidation,0,
RENT,65000,debt_consolidation,0,
RENT,30000,debt_consolidation,0,
RENT,192000,major_purchase,1,19
RENT,166000,moving,0,
RENT,28000,credit_card,1,4
RENT,40000,n/a,0,4
MORTGAGE,49920,debt_consolidation,0,
n/a,138000,credit_card,3,11
RENT,130000,debt_consolidation,0,8
MORTGAGE,70000,credit_card,1,15
MORTGAGE,50000,credit_card,0,
MORTGAGE,150000,debt_consolidation,0,15
RENT,,,1,10
RENT,58000,debt_consolidation,0,
MORTGAGE,1e+05,debt_consolidation,3,18
MORTGAGE,,home_improvement,1,13
MORTGAGE,55000,credit_card,0,6
RENT,20000,debt_consolidation,,6
n/a,80000,debt_consolidation,0,8
RENT,,other,0,11
MORTGAGE,70824,debt_consolidation,0,8
RENT,32000,debt_consolidation,0,16
MORTGAGE,,debt_consolidation,0,
MORTGAGE,149000,,0,16
 ,105000,credit_card,0,
RENT,34000,credit_card,0,3
RENT,,"",1,9
OWN,,n/a,0,
RENT,80683,credit_card,0,9
 ,65000,"",0,4
RENT,40000, ,1,18
"",47844,other,0,5
MORTGAGE,160000,credit_card,3,
"",90000,home_improvement,1,14
MORTGAGE,,debt_consolidation,2,
MORTGAGE,,debt_consolidation,0,
OWN,60000,credit_card,3,11
RENT,50320,debt_consolidation,2,
RENT,40000,,,
RENT,40000,debt_consolidation,3,7
RENT,50000,credit_card,0,14
 ,46000,debt_consolidation,,7
MORTGAGE,86000,medical,,13
RENT,90000,debt_consolidation,0,16
RENT,80000,debt_consolidation,3,3
RENT,36000,debt_consolidation,0,3
n/a,50000,credit_card,1,12
RENT,22000,debt_consolidation,,8
MORTGAGE,54000,credit_card,0,12
"",,debt_consolidation,0,
RENT,154000,credit_card,2,
RENT,44000,debt_consolidation,0,8
MORTGAGE,81000,debt_consolidation,0,9
OWN,48000,debt_consolidation,,8
MORTGAGE,85000,,3,
n/a,125000,credit_card,1,10
RENT,40000,other,,16
MORTGAGE,84000,,1,17
n/a,85000,credit_card,2,
RENT,56450,debt_consolidation,0,
RENT,36000,debt_consolidation,0,14
RENT,31200,debt_consolidation,0,10
MORTGAGE,95000,credit_card,,12
,118000,home_improvement,0,11
n/a,85000,debt_consolidation,2,19
OWN,60000,credit_card,2,12
MORTGAGE,62000,credit_card,0,11
MORTGAGE,89000,major_purchase,1,16
MORTGAGE,84000,major_purchase,0,
RENT,,credit_card,0,4
MORTGAGE,75000,n/a,0,
MORTGAGE,,"",0,9
OWN,66000,credit_card,3,11
RENT,,,1,11
MORTGAGE,73000,debt_consolidation,1,9
MORTGAGE,48000,,2,
MORTGAGE,,debt_consolidation,1,10
RENT,30160,moving,0,13
"",107000,,4,10
RENT,60000,,1,7
MORTGAGE,105000,n/a,2,
MORTGAGE,65000,debt_consolidation,2,15
MORTGAGE,80000,n/a,0,11
MORTGAGE,48000,debt_consolidation,1,18
MORTGAGE,39000, ,2,10
OWN,24000,n/a,3,11
"",72000,debt_consolidation,1,9
"",46400,debt_consolidation,1,
"",,debt_consolidation,0,10
MORTGAGE,88000,credit_card,0,11
OWN,70000,major_purchase,1,7
MORTGAGE,88000,home_improvement,2,12
n/a,68400,debt_consolidation,1,11
OWN,58500,other,2,
OWN,65000,n/a,,13
MORTGAGE,,debt_consolidation,4,
MORTGAGE,,debt_consolidation,1,9
MORTGAGE,,n/a,0,14
,, ,2,
OWN,,debt_consolidation,0,
MORTGAGE,52000, ,2,
RENT,,debt_consolidation,0,8
MORTGAGE,,debt_consolidation,1,11
MORTGAGE,90000,debt_consolidation,0,8
,48000,credit_card,0,6
"",55000,debt_consolidation,1,10
RENT,38000,credit_card,,
MORTGAGE,41000,debt_consolidation,2,8
RENT,48000,debt_consolidation,3,15
MORTGAGE,108000, ,1,
MORTGAGE,81000,n/a,4,7
OWN,97000,debt_consolidation,0,15
MORTGAGE,,"",0,
n/a,57000,moving,1,10
RENT,70000,credit_card,1,7
MORTGAGE,,debt_consolidation,1,24
MORTGAGE,75372,debt_consolidation,1,18
MORTGAGE,81500,debt_consolidation,2,13
RENT,35000,moving,1,10
MORTGAGE,75000,,0,7
 ,,debt_consolidation,1,5
RENT,119000,credit_card,0,13
MORTGAGE,250000,debt_consolidation,1,12
 ,2e+05,,3,
RENT,30000,credit_card,1,7
OWN,, ,1,14
MORTGAGE,,debt_consolidation,4,22
MORTGAGE,54000,n/a,1,12
MORTGAGE,130000,debt_consolidation,1,15
MORTGAGE,54000,car,0,
RENT,80000, ,,
MORTGAGE,130000,,0,10
MORTGAGE,97368,debt_consolidation,1,
 ,,debt_consolidation,1,13
n/a,,other,0,
RENT,,debt_consolidation,0,9
n/a,20000,,1,6
RENT,55000,credit_card,0,9
MORTGAGE,75000,credit_card,1,10
"",27000,debt_consolidation,3,5
RENT,,n/a,0,10
OWN,50000,debt_consolidation,1,9
MORTGAGE,130801,credit_card,1,5
MORTGAGE,77000,debt_consolidation,2,12
MORTGAGE,50004.56, ,1,14
RENT,54027,other,0,7
RENT,44500,debt_consolidation,0,
RENT,99500,credit_card,,7
RENT,35000,credit_card,0,14
n/a,48500,credit_card,1,9
RENT,31000,n/a,1,
MORTGAGE,96000,n/a,2,7
RENT,65000, ,0,
"",43000,debt_consolidation,1,10
MORTGAGE,,debt_consolidation,2,10
MORTGAGE,,debt_consolidation,0,
MORTGAGE,62000,,3,8
n/a,54900, ,1,5
 ,54000,debt_consolidation,1,8
 ,33000,credit_card,1,
MORTGAGE,,debt_consolidation,,7
MORTGAGE,95000,credit_card,0,
MORTGAGE,182000,credit_card,2,11
MORTGAGE,70000,credit_card,0,13
n/a,,debt_consolidation,4,
n/a,52000,debt_consolidation,6,7
RENT,,debt_consolidation,0,14
MORTGAGE,93000,,,7
MORTGAGE,53373,home_improvement,2,
MORTGAGE,,debt_consolidation,2,
MORTGAGE,52000,debt_consolidation,1,17
RENT,,credit_card,0,
 ,26000,debt_consolidation,,23
RENT,35000,debt_consolidation,1,
 ,30000,credit_card,0,11
RENT,,,0,8
RENT,72000,credit_card,0,15
RENT,48000,n/a,0,7
MORTGAGE,49000,,0,8
RENT,50000,debt_consolidation,1,
MORTGAGE,102400,"",0,11
MORTGAGE,125000,credit_card,0,9
,90000,debt_consolidation,0,
 ,75000, ,0,9
MORTGAGE,80000,credit_card,1,11
OWN,29328,debt_consolidation,,
MORTGAGE,,small_business,4,6
 ,1e+05,debt_consolidation,0,7
n/a,75000,debt_consolidation,0,6
OWN,55000,debt_consolidation,,10
 ,125000,credit_card,1,11
RENT,40000,debt_consolidation,0,
OWN,45500,debt_consolidation,,16
"",, ,0,12
OWN,74000,debt_consolidation,0,8
"",95000,debt_consolidation,1,13
MORTGAGE,65000,debt_consolidation,1,11
RENT,,debt_consolidation,2,7
RENT,28000,n/a,0,6
MORTGAGE,48000,debt_consolidation,0,3
MORTGAGE,,debt_consolidation,0,8
n/a,65000,n/a,0,
n/a,90000,credit_card,0,6
"",78000,debt_consolidation,2,
MORTGAGE,48000,debt_consolidation,0,10
,47000,debt_consolidation,1,8
RENT,75000,debt_consolidation,0,
MORTGAGE,85000,debt_consolidation,,
,50000,n/a,1,13
MORTGAGE,88000,home_improvement,0,16
MORTGAGE,1e+05,debt_consolidation,0,
RENT,45000,,0,6
OWN,45000,n/a,0,
 ,147000,debt_consolidation,1,16
MORTGAGE,,debt_consolidation,0,
RENT,65000,debt_consolidation,0,14
"",,debt_consolidation,2,
 ,84984,debt_consolidation,0,
,74300,n/a,3,
MORTGAGE,,debt_consolidation,4,16
RENT,, ,0,
MORTGAGE,65000,debt_consolidation,1,17
RENT,45000,,0,
RENT,72000, ,0,6
n/a,60000,debt_consolidation,0,12
RENT,32000,debt_consolidation,0,14
RENT,80000,credit_card,0,
MORTGAGE,76000, ,2,13
OWN,50000, ,0,5
MORTGAGE,68000,"",1,9
RENT,150000,credit_card,0,9
MORTGAGE,84000,n/a,2,8
MORTGAGE,45000,"",1,10
,67000,debt_consolidation,0,
n/a,76785,credit_card,1,13
MORTGAGE,120000,other,2,13
OWN,,debt_consolidation,1,10
MORTGAGE,,debt_consolidation,1,18
RENT,,debt_consolidation,1,19
RENT,62000,debt_consolidation,0,6
 ,62000,debt_consolidation,0,
RENT,50000,,0,13
MORTGAGE,,credit_card,0,
MORTGAGE,90000,credit_card,0,9
MORTGAGE,49000,debt_consolidation,0,
 ,50000, ,,9
MORTGAGE,1e+05,debt_consolidation,1,8
,28000,other,0,6
"",55000, ,,10
MORTGAGE,43300,debt_consolidation,0,12
MORTGAGE,45000,"",,
OWN,,debt_consolidation,0,11
RENT,,credit_card,0,8
RENT,50000,n/a,0,19
MORTGAGE,120000, ,,16
MORTGAGE,61800,,0,14
n/a,,,0,13
RENT,50000,n/a,1,8
RENT,34000,debt_consolidation,0,7
MORTGAGE,,debt_consolidation,0,19
MORTGAGE,42000,credit_card,0,12
RENT,35000,"",,4
RENT,54000,,0,6
 ,110000,debt_consolidation,0,
RENT,,"",0,6
MORTGAGE,108000, ,0,7
MORTGAGE,70000,major_purchase,0,
,,debt_consolidation,0,
"",55000,debt_consolidation,,15
RENT,56000,,0,15
MORTGAGE,129000,debt_consolidation,2,23
RENT,50000,n/a,0,9
MORTGAGE,72000,debt_consolidation,,15
MORTGAGE,65000,debt_consolidation,0,8
MORTGAGE,60000, ,1,10
RENT,33800,debt_consolidation,0,9
 ,53000,debt_consolidation,,8
MORTGAGE,59000,n/a,0,12
 ,58000,credit_card,0,
OWN,40000,debt_consolidation,0,
RENT,105000,debt_consolidation,0,11
n/a,60641,debt_consolidation,4,17
RENT,52000,debt_consolidation,4,19
MORTGAGE,41000,debt_consolidation,2,7
RENT,56000,other,1,6
OWN,59000,debt_consolidation,2,6
RENT,75000,n/a,0,6
RENT,50000,,1,11
n/a,33500,debt_consolidation,1,11
MORTGAGE,60000,credit_card,0,
RENT,40000,n/a,0,10
RENT,32000,credit_card,0,
"",90000,credit_card,1,17
MORTGAGE,51820,debt_consolidation,0,
n/a,,credit_card,2,
n/a,36000,debt_consolidation,1,8
,75000, ,,11
 ,32000, ,0,26
MORTGAGE,40500,n/a,0,
MORTGAGE,76336,n/a,1,6
MORTGAGE,59000,n/a,0,18
RENT,69000,"",1,16
n/a,,credit_card,1,30
n/a,42624,,0,8
,52000,"",0,10
MORTGAGE,95000,n/a,1,9
MORTGAGE,,"",1,7
RENT,,,1,7
"",72000,"",0,15
MORTGAGE,72000,debt_consolidation,0,
MORTGAGE,,,2,8
OWN,66000,,2,8
MORTGAGE,185000,debt_consolidation,0,
 ,37000,debt_consolidation,,4
RENT,40000,debt_consolidation,0,9
MORTGAGE,96480,credit_card,1,
MORTGAGE,55000,debt_consolidation,1,5
MORTGAGE,95000,credit_card,1,
MORTGAGE,56000,debt_consolidation,2,14
MORTGAGE,45000,"",0,6
 ,52000,,0,5
RENT,120000,major_purchase,0,11
MORTGAGE,87000,debt_consolidation,0,4
n/a,75500,debt_consolidation,0,10
MORTGAGE,75000,credit_card,1,15
RENT,95561,debt_consolidation,0,
 ,,debt_consolidation,5,9
MORTGAGE,36000,"",3,9
n/a,50000,credit_card,0,7
MORTGAGE,59000,n/a,2,
MORTGAGE,69000,debt_consolidation,1,
"",120000,,2,
RENT,,debt_consolidation,0,
RENT,2e+05,debt_consolidation,0,
RENT,66000,"",1,
RENT,70000,debt_consolidation,0,
RENT,38000,credit_card,0,14
MORTGAGE,34000,,0,
n/a,70000,debt_consolidation,2,
MORTGAGE,71000,n/a,0,
MORTGAGE,,debt_consolidation,2,15
MORTGAGE,,,0,14
"",80000,credit_card,0,8
MORTGAGE,81000,,0,3
MORTGAGE,82000,,1,
RENT,80000, ,1,
MORTGAGE,85000,credit_card,1,13
 ,13295,n/a,0,3
MORTGAGE,72000,,0,15
MORTGAGE,65000,debt_consolidation,0,4
MORTGAGE,92500,credit_card,0,9
RENT,64000,credit_card,0,15
OWN,51000,credit_card,0,6
OWN,26640,credit_card,0,8
OWN,75000,debt_consolidation,0,10
n/a,1e+05,debt_consolidation,0,12
MORTGAGE,180000,major_purchase,3,7
RENT,50000,debt_consolidation,1,4
OWN,73500,n/a,0,11
MORTGAGE,75600,debt_consolidation,0,8
MORTGAGE,92000,n/a,1,10
MORTGAGE,145000,,1,25
MORTGAGE,3e+05,,2,
RENT,42000,,0,12
 ,,,,8
MORTGAGE,,,1,5
 ,119600,debt_consolidation,0,
MORTGAGE,55000,debt_consolidation,0,7
MORTGAGE,85000,,1,
"",50000,other,0,
RENT,34560,debt_consolidation,1,7
,80000,debt_consolidation,4,15
RENT,,debt_consolidation,,
MORTGAGE,35000,credit_card,,11
MORTGAGE,,n/a,,23
MORTGAGE,60000,n/a,0,9
RENT,43000,credit_card,1,12
MORTGAGE,60000,other,3,
MORTGAGE,103000,,1,7
n/a,89000,"",0,15
OWN,,"",0,9
MORTGAGE,70000, ,0,12
MORTGAGE,46000,credit_card,0,11
MORTGAGE,,debt_consolidation,4,16
 ,112000,debt_consolidation,1,17
MORTGAGE,35000,,1,
MORTGAGE,80000,"",2,9
RENT,85000,debt_consolidation,0,18
MORTGAGE,117000,debt_consolidation,3,13
MORTGAGE,33792,debt_consolidation,1,19
MORTGAGE,82000,home_improvement,2,
MORTGAGE,55000,credit_card,0,7
,90000,debt_consolidation,0,10
RENT,45000,credit_card,,12
MORTGAGE,110000,credit_card,1,18
RENT,37000,,2,5
 ,30000,home_improvement,,8
MORTGAGE,48000,"",4,17
RENT,,debt_consolidation,0,8
RENT,,debt_consolidation,2,7
MORTGAGE,65000,debt_consolidation,0,11
OWN,45000,debt_consolidation,0,11
RENT,46000,debt_consolidation,0,10
RENT,79000,debt_consolidation,2,10
RENT,62000,debt_consolidation,2,
RENT,,debt_consolidation,,
RENT,53500,home_improvement,0,12
MORTGAGE,45000,debt_consolidation,0,7
 ,,debt_consolidation,0,18
RENT,50000,"",1,5
 ,160000,debt_consolidation,1,9
OWN,41000,,2,9
MORTGAGE,165000,credit_card,1,
MORTGAGE,1e+05,"",1,9
MORTGAGE,70000,n/a,3,20
