home_ownership,annual_inc,purpose,inq_last_6mths,open_acc
MORTGAGE,150000,debt_consolidation,2,14
MORTGAGE,130000,debt_consolidation,1,17
RENT,63000,debt_consolidation,1,22
RENT,250000,home_improvement,0,6
OWN,190000,home_improvement,0,12
RENT,80000,debt_consolidation,0,10
MORTGAGE,102000,debt_consolidation,2,12
RENT,65000,debt_consolidation,0,19
MORTGAGE,65000,debt_consolidation,2,7
RENT,88000,credit_card,0,7
RENT,90000,house,1,15
RENT,95000,credit_card,2,15
MORTGAGE,41600,debt_consolidation,0,8
OWN,175000,debt_consolidation,0,14
OWN,40000,credit_card,0,8
RENT,24000,other,0,7
MORTGAGE,38000,other,4,18
MORTGAGE,125000,debt_consolidation,0,10
RENT,38000,debt_consolidation,0,6
OWN,26880,house,0,13
RENT,70000,debt_consolidation,0,9
MORTGAGE,58000,debt_consolidation,0,13
RENT,71550,debt_consolidation,1,8
MORTGAGE,43000,credit_card,0,9
MORTGAGE,120000,debt_consolidation,0,9
MORTGAGE,89000,credit_card,0,17
MORTGAGE,147000,credit_card,0,13
MORTGAGE,170000,credit_card,0,6
RENT,60000,debt_consolidation,0,7
RENT,86000,credit_card,0,8
MORTGAGE,43000,credit_card,0,6
MORTGAGE,400000,major_purchase,0,5
RENT,11901,other,0,2
MORTGAGE,65000,debt_consolidation,1,9
RENT,59500,credit_card,0,7
RENT,32000,credit_card,2,5
MORTGAGE,50000,credit_card,0,9
RENT,25000,credit_card,0,15
MORTGAGE,77998.73,home_improvement,1,13
RENT,44000,debt_consolidation,2,15
MORTGAGE,143000,debt_consolidation,0,10
RENT,55000,debt_consolidation,6,16
RENT,38000,house,1,4
RENT,59000,debt_consolidation,2,3
OWN,44824,debt_consolidation,0,21
OWN,25000,major_purchase,0,3
MORTGAGE,80000,debt_consolidation,3,11
MORTGAGE,38000,debt_consolidation,0,9
MORTGAGE,90000,home_improvement,3,5
RENT,85500,debt_consolidation,0,9
RENT,42331.92,debt_consolidation,0,7
MORTGAGE,110000,debt_consolidation,0,3
MORTGAGE,150000,debt_consolidation,2,18
OWN,53925,credit_card,1,22
MORTGAGE,127500,credit_card,6,24
MORTGAGE,90000,home_improvement,0,10
MORTGAGE,65000,debt_consolidation,2,19
RENT,26800,debt_consolidation,0,10
RENT,35000,debt_consolidation,0,9
RENT,45000,credit_card,0,9
MORTGAGE,38000,debt_consolidation,1,7
RENT,102000,debt_consolidation,1,17
MORTGAGE,78000,debt_consolidation,3,8
MORTGAGE,80000,credit_card,0,7
MORTGAGE,82000,debt_consolidation,0,8
RENT,110000,home_improvement,1,15
RENT,51140,debt_consolidation,0,20
OWN,32000,debt_consolidation,1,11
RENT,121000,debt_consolidation,4,16
RENT,140000,debt_consolidation,3,8
MORTGAGE,61200.1,credit_card,1,13
RENT,130000,debt_consolidation,0,5
MORTGAGE,60000,debt_consolidation,0,10
RENT,62000,house,0,9
MORTGAGE,160000,debt_consolidation,1,21
RENT,112000,vacation,1,11
MORTGAGE,82000,credit_card,0,15
MORTGAGE,60000,credit_card,2,23
RENT,100000,credit_card,3,10
MORTGAGE,125000,credit_card,1,11
MORTGAGE,50000,home_improvement,0,5
MORTGAGE,40000,debt_consolidation,0,11
MORTGAGE,170000,debt_consolidation,1,7
RENT,75000,credit_card,0,6
MORTGAGE,47000,credit_card,1,15
MORTGAGE,117000,home_improvement,1,19
MORTGAGE,110000,home_improvement,1,13
RENT,65000,debt_consolidation,1,7
MORTGAGE,85000,debt_consolidation,2,6
RENT,53000,debt_consolidation,1,17
MORTGAGE,115000,debt_consolidation,1,18
MORTGAGE,72520.76,home_improvement,0,11
MORTGAGE,80000,home_improvement,0,11
MORTGAGE,64000,debt_consolidation,1,17
MORTGAGE,135000,debt_consolidation,3,17
MORTGAGE,65000,debt_consolidation,0,9
RENT,32000,debt_consolidation,0,12
RENT,11000,debt_consolidation,1,8
MORTGAGE,160000,debt_consolidation,1,15
RENT,89000,debt_consolidation,0,22
RENT,60000,debt_consolidation,0,17
MORTGAGE,60000,credit_card,0,10
RENT,70000,credit_card,0,14
MORTGAGE,100000,debt_consolidation,0,37
MORTGAGE,42500,home_improvement,0,9
MORTGAGE,40000,credit_card,0,14
MORTGAGE,100000,debt_consolidation,1,21
RENT,30000,debt_consolidation,0,10
RENT,43000,other,3,14
RENT,91000,debt_consolidation,0,11
MORTGAGE,120000,debt_consolidation,1,10
MORTGAGE,72000,credit_card,3,20
MORTGAGE,52000,debt_consolidation,1,17
MORTGAGE,47000,credit_card,0,17
MORTGAGE,51000,debt_consolidation,0,9
MORTGAGE,90000,credit_card,1,17
MORTGAGE,200000,debt_consolidation,3,20
RENT,90000,debt_consolidation,4,7
OWN,45000,debt_consolidation,3,19
MORTGAGE,70000,credit_card,0,9
MORTGAGE,112216,debt_consolidation,0,18
RENT,66000,credit_card,1,14
MORTGAGE,80000,home_improvement,2,9
MORTGAGE,93482,debt_consolidation,1,10
MORTGAGE,138500,debt_consolidation,2,9
OWN,70000,debt_consolidation,1,11
MORTGAGE,79567.5,debt_consolidation,0,19
MORTGAGE,52000,credit_card,0,9
RENT,35831.18,credit_card,0,4
MORTGAGE,60000,other,2,8
MORTGAGE,59000,debt_consolidation,1,6
RENT,70000,debt_consolidation,0,4
MORTGAGE,46000,debt_consolidation,2,17
MORTGAGE,83835.95,debt_consolidation,0,15
RENT,41000,debt_consolidation,0,9
RENT,170000,debt_consolidation,0,11
MORTGAGE,115000,debt_consolidation,0,10
MORTGAGE,45000,debt_consolidation,0,20
MORTGAGE,51000,home_improvement,2,12
OWN,95000,debt_consolidation,2,10
MORTGAGE,122000,debt_consolidation,0,15
MORTGAGE,64000,debt_consolidation,1,19
MORTGAGE,65000,debt_consolidation,1,7
RENT,33000,debt_consolidation,0,7
RENT,40000,debt_consolidation,2,11
OWN,11000,debt_consolidation,0,5
RENT,61700,credit_card,0,6
RENT,55000,debt_consolidation,0,6
MORTGAGE,95790,credit_card,1,19
OWN,36000,debt_consolidation,2,7
RENT,62051,debt_consolidation,0,6
RENT,122000,debt_consolidation,0,11
RENT,40000,debt_consolidation,1,16
MORTGAGE,45000,credit_card,1,5
RENT,25000,debt_consolidation,0,6
MORTGAGE,83000,credit_card,3,17
RENT,65300,credit_card,1,11
RENT,95000,renewable_energy,1,9
MORTGAGE,65000,credit_card,1,9
MORTGAGE,98000,debt_consolidation,1,18
MORTGAGE,38000,credit_card,0,13
RENT,137000,debt_consolidation,2,19
RENT,94000,credit_card,2,21
RENT,70000,debt_consolidation,0,13
MORTGAGE,31000,home_improvement,0,8
RENT,82000,debt_consolidation,0,28
MORTGAGE,96300,credit_card,0,10
MORTGAGE,100000,credit_card,1,9
RENT,50000,debt_consolidation,0,5
RENT,108000,credit_card,0,12
RENT,139000,debt_consolidation,0,13
RENT,52000,wedding,0,10
RENT,52000,debt_consolidation,0,16
RENT,40000,debt_consolidation,0,8
OWN,30000,small_business,0,11
RENT,84000,debt_consolidation,1,7
OWN,82000,debt_consolidation,2,12
RENT,120000,credit_card,0,8
MORTGAGE,69000,credit_card,0,8
RENT,55000,major_purchase,0,5
RENT,52000,debt_consolidation,1,9
MORTGAGE,130000,debt_consolidation,0,23
MORTGAGE,94000,debt_consolidation,4,9
RENT,120000,other,0,8
MORTGAGE,72000,debt_consolidation,0,9
MORTGAGE,81000,debt_consolidation,1,14
MORTGAGE,116113,home_improvement,1,14
MORTGAGE,104000,debt_consolidation,2,12
MORTGAGE,110000,credit_card,0,20
MORTGAGE,44000,debt_consolidation,1,19
MORTGAGE,45000,credit_card,2,14
RENT,60600,credit_card,1,16
MORTGAGE,105000,credit_card,1,18
RENT,80000,credit_card,3,7
MORTGAGE,104000,home_improvement,4,14
MORTGAGE,127000,home_improvement,0,41
RENT,55000,debt_consolidation,0,15
RENT,54000,credit_card,1,13
OWN,29500,credit_card,2,19
RENT,50000,debt_consolidation,0,5
MORTGAGE,63000,debt_consolidation,1,12
RENT,45000,house,0,15
RENT,40000,other,0,16
MORTGAGE,95000,credit_card,1,9
MORTGAGE,90000,home_improvement,0,4
RENT,55844,debt_consolidation,2,10
MORTGAGE,86000,debt_consolidation,0,14
MORTGAGE,100000,debt_consolidation,1,8
RENT,150000,other,1,23
OWN,66885,credit_card,0,6
MORTGAGE,55702,debt_consolidation,1,11
MORTGAGE,182000,debt_consolidation,0,17
MORTGAGE,90000,credit_card,1,13
MORTGAGE,110000,debt_consolidation,1,15
MORTGAGE,270000,debt_consolidation,0,13
RENT,27000,debt_consolidation,3,8
MORTGAGE,76000,credit_card,0,12
RENT,72864,debt_consolidation,1,9
RENT,130000,debt_consolidation,0,11
MORTGAGE,75000,debt_consolidation,2,16
MORTGAGE,43000,medical,3,12
MORTGAGE,140000,debt_consolidation,2,11
RENT,35000,debt_consolidation,0,5
MORTGAGE,72000,debt_consolidation,0,21
RENT,25000,credit_card,0,12
RENT,45000,debt_consolidation,1,10
RENT,74000,debt_consolidation,1,22
RENT,24960,debt_consolidation,1,5
RENT,52000,credit_card,0,15
RENT,60000,debt_consolidation,0,4
MORTGAGE,70000,debt_consolidation,3,9
MORTGAGE,54000,debt_consolidation,0,17
RENT,47000,debt_consolidation,0,10
RENT,47000,debt_consolidation,0,12
MORTGAGE,180000,debt_consolidation,1,15
MORTGAGE,84188,credit_card,1,6
RENT,35000,credit_card,0,11
RENT,57000,credit_card,0,14
RENT,21420,debt_consolidation,0,15
MORTGAGE,112000,credit_card,0,13
MORTGAGE,63000,credit_card,0,9
MORTGAGE,62000,debt_consolidation,2,7
OWN,145000,credit_card,2,15
MORTGAGE,64000,debt_consolidation,1,13
MORTGAGE,61626,credit_card,0,15
MORTGAGE,126700,credit_card,0,14
RENT,105000,credit_card,1,11
RENT,37000,debt_consolidation,0,12
RENT,51000,debt_consolidation,1,14
MORTGAGE,60000,debt_consolidation,2,12
RENT,40000,debt_consolidation,1,15
MORTGAGE,125000,debt_consolidation,2,11
MORTGAGE,40172,debt_consolidation,1,7
MORTGAGE,55000,credit_card,0,19
RENT,110000,credit_card,0,24
RENT,65000,credit_card,0,5
RENT,68000,debt_consolidation,5,12
RENT,29500,debt_consolidation,1,7
OWN,55000,credit_card,1,13
MORTGAGE,65000,debt_consolidation,1,13
RENT,80000,debt_consolidation,1,8
MORTGAGE,72000,debt_consolidation,1,24
MORTGAGE,105000,debt_consolidation,0,15
RENT,70000,debt_consolidation,1,4
MORTGAGE,45000,debt_consolidation,2,7
RENT,51000,debt_consolidation,1,15
RENT,37200,debt_consolidation,3,13
RENT,27000,debt_consolidation,0,15
MORTGAGE,49550,debt_consolidation,0,10
RENT,200000,debt_consolidation,0,8
MORTGAGE,200000,credit_card,0,12
MORTGAGE,85000,debt_consolidation,0,10
RENT,82000,credit_card,0,11
MORTGAGE,65000,debt_consolidation,5,11
MORTGAGE,39500,debt_consolidation,1,5
RENT,26000,credit_card,0,6
RENT,40000,debt_consolidation,1,16
MORTGAGE,70000,debt_consolidation,0,19
RENT,65000,credit_card,3,19
OWN,35360,credit_card,1,7
MORTGAGE,80334.48,credit_card,1,6
OWN,60000,debt_consolidation,0,8
RENT,36200,debt_consolidation,0,7
MORTGAGE,77000,debt_consolidation,0,18
RENT,42820,debt_consolidation,0,6
MORTGAGE,153000,debt_consolidation,0,9
MORTGAGE,70000,home_improvement,0,10
MORTGAGE,50000,debt_consolidation,0,8
OWN,72000,debt_consolidation,2,10
RENT,36000,credit_card,0,8
MORTGAGE,60252,credit_card,0,9
MORTGAGE,50000,credit_card,0,11
MORTGAGE,49000,debt_consolidation,0,9
MORTGAGE,40850,debt_consolidation,0,8
MORTGAGE,37000,major_purchase,0,6
MORTGAGE,68000,debt_consolidation,1,11
MORTGAGE,390000,debt_consolidation,0,11
MORTGAGE,24000,debt_consolidation,0,14
RENT,25000,credit_card,0,8
MORTGAGE,165000,debt_consolidation,0,10
RENT,85000,credit_card,0,14
RENT,30000,debt_consolidation,0,10
MORTGAGE,48000,credit_card,0,13
MORTGAGE,45000,debt_consolidation,0,12
MORTGAGE,135000,debt_consolidation,1,15
MORTGAGE,80000,debt_consolidation,2,11
MORTGAGE,106000,credit_card,0,13
RENT,100000,debt_consolidation,1,5
RENT,36000,debt_consolidation,1,10
RENT,13500,credit_card,0,7
RENT,73000,credit_card,0,15
OWN,53000,home_improvement,0,7
RENT,70958,debt_consolidation,1,8
RENT,40000,debt_consolidation,1,8
MORTGAGE,153000,debt_consolidation,1,17
RENT,95596,debt_consolidation,0,11
MORTGAGE,60000,debt_consolidation,1,12
MORTGAGE,105600,car,2,18
RENT,46500,debt_consolidation,2,16
RENT,67933,major_purchase,0,5
OWN,48000,debt_consolidation,1,6
MORTGAGE,28000,debt_consolidation,1,9
OWN,77000,car,2,22
RENT,36000,other,0,9
MORTGAGE,80500,debt_consolidation,0,20
RENT,119000,credit_card,0,7
MORTGAGE,99255,debt_consolidation,0,18
RENT,73000,wedding,0,8
MORTGAGE,100000,debt_consolidation,1,12
MORTGAGE,62000,debt_consolidation,1,15
MORTGAGE,60000,other,3,7
RENT,108000,credit_card,0,17
MORTGAGE,86000,debt_consolidation,1,8
MORTGAGE,147000,credit_card,2,19
MORTGAGE,115000,debt_consolidation,3,24
MORTGAGE,89696,credit_card,0,10
MORTGAGE,62000,debt_consolidation,0,9
MORTGAGE,55000,debt_consolidation,2,11
MORTGAGE,96000,debt_consolidation,2,6
MORTGAGE,55400,credit_card,0,20
RENT,46000,credit_card,0,7
MORTGAGE,60000,credit_card,1,9
MORTGAGE,92000,debt_consolidation,0,6
MORTGAGE,90000,credit_card,0,13
RENT,23412,credit_card,0,7
RENT,97250,debt_consolidation,2,9
OWN,42000,small_business,3,16
MORTGAGE,90000,debt_consolidation,1,16
MORTGAGE,67500,debt_consolidation,2,9
RENT,55000,credit_card,1,13
MORTGAGE,70000,credit_card,1,6
MORTGAGE,100000,debt_consolidation,0,8
MORTGAGE,62000,debt_consolidation,2,11
RENT,80000,debt_consolidation,0,10
MORTGAGE,98000,home_improvement,4,14
RENT,21000,credit_card,1,13
RENT,92000,debt_consolidation,0,7
RENT,23242.8,debt_consolidation,0,5
RENT,66000,credit_card,0,5
MORTGAGE,40000,debt_consolidation,1,21
RENT,29000,debt_consolidation,0,11
RENT,35360,debt_consolidation,1,15
RENT,61000,debt_consolidation,0,8
RENT,92000,credit_card,0,11
RENT,42000,debt_consolidation,0,13
OWN,100000,debt_consolidation,0,18
OWN,82730,home_improvement,1,8
MORTGAGE,131000,credit_card,1,25
MORTGAGE,65000,credit_card,0,15
MORTGAGE,45000,debt_consolidation,0,11
MORTGAGE,85180,credit_card,0,20
MORTGAGE,64000,debt_consolidation,1,7
MORTGAGE,103000,debt_consolidation,0,7
MORTGAGE,45000,debt_consolidation,1,13
MORTGAGE,70000,credit_card,1,11
MORTGAGE,67118,debt_consolidation,1,13
MORTGAGE,108000,car,1,13
RENT,65900,credit_card,2,9
MORTGAGE,60500,debt_consolidation,2,16
RENT,55000,debt_consolidation,0,9
MORTGAGE,32000,other,0,4
RENT,156000,debt_consolidation,0,10
MORTGAGE,55000,credit_card,1,7
MORTGAGE,60000,small_business,0,7
MORTGAGE,120000,debt_consolidation,1,21
MORTGAGE,65000,debt_consolidation,1,19
MORTGAGE,176000,credit_card,1,17
OWN,62000,debt_consolidation,0,12
RENT,55000,debt_consolidation,1,8
MORTGAGE,275000,debt_consolidation,3,18
RENT,30000,credit_card,0,13
MORTGAGE,45000,debt_consolidation,1,10
MORTGAGE,65000,debt_consolidation,2,16
RENT,42000,debt_consolidation,0,7
MORTGAGE,140000,debt_consolidation,0,13
RENT,40000,major_purchase,1,13
MORTGAGE,60000,house,0,23
MORTGAGE,110000,debt_consolidation,0,16
RENT,31000,debt_consolidation,0,6
RENT,47500,debt_consolidation,1,8
MORTGAGE,27682,debt_consolidation,1,4
RENT,87000,debt_consolidation,2,13
OWN,60000,debt_consolidation,2,5
RENT,35000,debt_consolidation,0,6
MORTGAGE,47000,debt_consolidation,1,7
MORTGAGE,43000,debt_consolidation,0,6
MORTGAGE,68000,home_improvement,1,7
MORTGAGE,35000,credit_card,0,5
MORTGAGE,200000,home_improvement,1,16
MORTGAGE,85000,debt_consolidation,1,7
RENT,34800,debt_consolidation,1,7
MORTGAGE,53000,debt_consolidation,3,14
RENT,84400,debt_consolidation,1,8
RENT,55000,credit_card,0,4
MORTGAGE,45000,debt_consolidation,0,12
MORTGAGE,75000,debt_consolidation,0,16
MORTGAGE,118000,debt_consolidation,1,11
MORTGAGE,33000,other,0,5
MORTGAGE,50365,debt_consolidation,2,5
MORTGAGE,75000,debt_consolidation,1,6
OWN,29000,debt_consolidation,1,5
MORTGAGE,35000,credit_card,0,11
MORTGAGE,75000,debt_consolidation,2,16
RENT,130000,major_purchase,1,10
MORTGAGE,65000,credit_card,0,13
MORTGAGE,32000,debt_consolidation,0,5
MORTGAGE,60000,debt_consolidation,0,13
RENT,120348,credit_card,0,9
OWN,130000,debt_consolidation,0,11
OWN,67000,debt_consolidation,0,11
MORTGAGE,77000,debt_consolidation,3,12
RENT,56000,car,0,6
RENT,80000,debt_consolidation,1,17
MORTGAGE,61200,debt_consolidation,2,10
RENT,62000,debt_consolidation,0,19
RENT,32000,car,0,7
RENT,69700,credit_card,2,14
MORTGAGE,57000,credit_card,3,10
RENT,38000,credit_card,0,8
MORTGAGE,68000,credit_card,1,16
MORTGAGE,80000,debt_consolidation,2,23
RENT,25999,credit_card,0,18
MORTGAGE,107000,other,0,7
OWN,29274,credit_card,0,4
RENT,75000,debt_consolidation,0,12
MORTGAGE,60000,debt_consolidation,0,15
RENT,54000,debt_consolidation,1,12
RENT,65000,credit_card,2,9
RENT,43000,debt_consolidation,2,13
MORTGAGE,69000,debt_consolidation,1,6
RENT,65000,wedding,1,8
MORTGAGE,215000,debt_consolidation,0,8
MORTGAGE,90000,vacation,4,16
RENT,40000,other,1,3
MORTGAGE,52000,debt_consolidation,3,11
MORTGAGE,100000,debt_consolidation,0,13
MORTGAGE,160000,credit_card,3,8
MORTGAGE,68000,credit_card,0,8
MORTGAGE,96000,debt_consolidation,2,13
MORTGAGE,45000,debt_consolidation,1,7
MORTGAGE,40000,debt_consolidation,2,18
MORTGAGE,68000,debt_consolidation,2,9
MORTGAGE,106000,home_improvement,1,8
MORTGAGE,38000,debt_consolidation,0,7
MORTGAGE,45000,home_improvement,1,8
MORTGAGE,120000,debt_consolidation,1,11
RENT,58100,credit_card,1,18
MORTGAGE,83000,debt_consolidation,1,8
RENT,71000,debt_consolidation,2,10
RENT,95000,credit_card,0,11
MORTGAGE,47158.56,credit_card,1,15
RENT,15000,credit_card,2,8
OWN,60000,credit_card,0,10
MORTGAGE,96000,credit_card,0,22
MORTGAGE,150000,credit_card,0,13
RENT,60000,debt_consolidation,1,10
OWN,75000,debt_consolidation,0,24
MORTGAGE,56700,credit_card,0,20
MORTGAGE,41000,credit_card,2,7
MORTGAGE,135000,debt_consolidation,0,10
MORTGAGE,78000,debt_consolidation,0,8
MORTGAGE,70000,debt_consolidation,1,24
MORTGAGE,55555,debt_consolidation,3,13
MORTGAGE,103000,home_improvement,0,11
MORTGAGE,71000,credit_card,0,12
OWN,44463,debt_consolidation,3,5
RENT,30000,credit_card,1,12
RENT,35000,credit_card,0,7
MORTGAGE,60000,debt_consolidation,0,14
MORTGAGE,45000,debt_consolidation,0,7
MORTGAGE,43000,debt_consolidation,1,18
RENT,51000,debt_consolidation,1,9
MORTGAGE,102000,house,4,15
RENT,110000,credit_card,1,20
MORTGAGE,44540,debt_consolidation,1,6
MORTGAGE,96000,credit_card,0,12
MORTGAGE,85000,debt_consolidation,1,15
OWN,49000,credit_card,0,18
MORTGAGE,270000,debt_consolidation,0,15
OWN,68000,debt_consolidation,1,12
RENT,80000,debt_consolidation,3,14
MORTGAGE,43000,debt_consolidation,2,12
RENT,24720,debt_consolidation,1,17
RENT,84000,debt_consolidation,0,5
MORTGAGE,94796.25,debt_consolidation,0,8
MORTGAGE,65000,home_improvement,0,6
MORTGAGE,113000,debt_consolidation,0,9
RENT,55000,debt_consolidation,0,15
OWN,40500,credit_card,1,7
MORTGAGE,58000,home_improvement,1,12
MORTGAGE,75000,credit_card,0,13
MORTGAGE,73000,credit_card,0,9
MORTGAGE,89000,debt_consolidation,0,13
OWN,34000,credit_card,0,5
MORTGAGE,61000,debt_consolidation,0,12
RENT,66000,credit_card,0,13
RENT,54000,debt_consolidation,2,7
MORTGAGE,120000,debt_consolidation,0,11
RENT,65000,credit_card,0,16
RENT,40000,debt_consolidation,0,15
MORTGAGE,48600,debt_consolidation,0,11
MORTGAGE,120000,home_improvement,0,7
MORTGAGE,52000,debt_consolidation,2,8
OWN,25000,debt_consolidation,2,8
OWN,102000,debt_consolidation,0,11
MORTGAGE,77000,debt_consolidation,1,33
RENT,166000,debt_consolidation,0,8
MORTGAGE,39000,debt_consolidation,1,11
RENT,38200,other,1,6
MORTGAGE,65000,debt_consolidation,1,10
MORTGAGE,125000,debt_consolidation,0,24
RENT,72000,house,1,5
MORTGAGE,72000,debt_consolidation,0,10
MORTGAGE,63000,medical,3,10
MORTGAGE,79000,credit_card,1,12
MORTGAGE,105000,medical,0,4
RENT,135000,debt_consolidation,0,10
RENT,46000,credit_card,0,13
OWN,52000,debt_consolidation,1,12
RENT,77803,major_purchase,2,9
MORTGAGE,40000,debt_consolidation,0,16
MORTGAGE,65000,debt_consolidation,0,14
MORTGAGE,77000,debt_consolidation,1,6
MORTGAGE,63000,debt_consolidation,2,11
MORTGAGE,85800,credit_card,0,10
MORTGAGE,315000,debt_consolidation,0,8
MORTGAGE,106000,credit_card,0,14
MORTGAGE,51000,debt_consolidation,0,11
RENT,41000,debt_consolidation,0,6
MORTGAGE,52548,credit_card,2,7
RENT,105000,credit_card,0,12
RENT,50000,other,2,9
RENT,49000,debt_consolidation,3,18
MORTGAGE,50000,credit_card,1,7
MORTGAGE,83000,debt_consolidation,0,6
MORTGAGE,60000,credit_card,0,11
OWN,42000,debt_consolidation,1,7
RENT,38000,credit_card,0,7
MORTGAGE,77000,debt_consolidation,0,5
RENT,45000,credit_card,0,7
RENT,48802.03,debt_consolidation,0,6
MORTGAGE,91945,debt_consolidation,1,10
MORTGAGE,102000,credit_card,1,13
RENT,70000,debt_consolidation,1,12
MORTGAGE,55000,home_improvement,0,13
RENT,100000,credit_card,1,12
MORTGAGE,60000,debt_consolidation,0,10
RENT,275000,debt_consolidation,1,11
MORTGAGE,90000,debt_consolidation,0,21
MORTGAGE,42000,debt_consolidation,2,6
MORTGAGE,100000,debt_consolidation,3,13
RENT,15000,debt_consolidation,1,4
MORTGAGE,98000,credit_card,2,5
MORTGAGE,36000,credit_card,1,5
MORTGAGE,65000,debt_consolidation,2,13
RENT,120000,house,0,8
RENT,45000,debt_consolidation,1,6
MORTGAGE,100000,debt_consolidation,0,23
MORTGAGE,79000,major_purchase,0,6
RENT,280000,credit_card,0,10
MORTGAGE,92000,home_improvement,0,7
MORTGAGE,140000,debt_consolidation,1,13
RENT,34800,credit_card,1,9
MORTGAGE,66500,credit_card,0,13
RENT,125000,credit_card,0,8
MORTGAGE,180000,small_business,1,12
MORTGAGE,89000,credit_card,3,11
RENT,61000,debt_consolidation,0,8
MORTGAGE,135000,debt_consolidation,2,12
MORTGAGE,42000,credit_card,0,9
RENT,33000,debt_consolidation,0,18
RENT,55500,credit_card,0,6
MORTGAGE,115000,debt_consolidation,0,8
MORTGAGE,92000,credit_card,1,11
RENT,40700,debt_consolidation,1,13
OWN,22800,debt_consolidation,0,6
RENT,24300,other,0,8
MORTGAGE,68000,debt_consolidation,1,12
OWN,53000,debt_consolidation,0,8
MORTGAGE,120000,debt_consolidation,3,13
RENT,63815,other,0,13
RENT,40000,debt_consolidation,0,12
RENT,37373,credit_card,1,13
MORTGAGE,47556,major_purchase,1,8
MORTGAGE,75000,credit_card,1,11
RENT,45340,credit_card,0,9
MORTGAGE,65000,debt_consolidation,1,6
MORTGAGE,225000,debt_consolidation,2,15
RENT,55000,debt_consolidation,1,12
MORTGAGE,160000,debt_consolidation,0,14
RENT,45000,debt_consolidation,0,5
MORTGAGE,65000,home_improvement,0,9
RENT,31000,credit_card,0,4
RENT,70000,debt_consolidation,0,8
MORTGAGE,154000,debt_consolidation,0,14
RENT,45000,debt_consolidation,2,10
MORTGAGE,86000,debt_consolidation,0,9
MORTGAGE,69600,car,3,11
MORTGAGE,120000,home_improvement,3,10
MORTGAGE,60000,debt_consolidation,0,13
MORTGAGE,250000,credit_card,0,11
RENT,46956,debt_consolidation,0,13
RENT,36000,debt_consolidation,1,7
RENT,15995,credit_card,1,5
MORTGAGE,76556,debt_consolidation,1,13
MORTGAGE,60000,debt_consolidation,1,7
RENT,90000,debt_consolidation,2,13
RENT,50000,debt_consolidation,1,5
OWN,42000,other,0,7
MORTGAGE,86000,debt_consolidation,1,12
MORTGAGE,115000,debt_consolidation,3,22
MORTGAGE,169223.16,debt_consolidation,0,10
MORTGAGE,98000,debt_consolidation,0,13
RENT,52000,debt_consolidation,2,7
RENT,59000,debt_consolidation,1,10
MORTGAGE,89000,debt_consolidation,3,11
RENT,40000,debt_consolidation,1,11
MORTGAGE,146000,debt_consolidation,0,13
RENT,68500,debt_consolidation,0,9
MORTGAGE,30000,credit_card,2,13
MORTGAGE,48500,debt_consolidation,0,10
RENT,50000,credit_card,0,5
MORTGAGE,80500,major_purchase,0,4
MORTGAGE,94000,debt_consolidation,2,10
MORTGAGE,155000,debt_consolidation,0,9
RENT,55309.13,debt_consolidation,0,10
RENT,60000,debt_consolidation,0,8
MORTGAGE,105000,debt_consolidation,0,8
RENT,45000,debt_consolidation,0,7
MORTGAGE,90657,credit_card,2,12
RENT,41000,debt_consolidation,0,5
RENT,52000,debt_consolidation,0,12
MORTGAGE,70000,debt_consolidation,0,7
RENT,44000,debt_consolidation,2,11
RENT,69900,debt_consolidation,0,7
OWN,30000,other,1,5
MORTGAGE,44141.4,debt_consolidation,0,12
MORTGAGE,67000,debt_consolidation,2,14
MORTGAGE,52000,debt_consolidation,0,20
MORTGAGE,100425,debt_consolidation,0,10
MORTGAGE,101000,credit_card,1,15
RENT,109000,house,0,9
MORTGAGE,52000,credit_card,0,17
MORTGAGE,95000,home_improvement,3,6
MORTGAGE,60000,major_purchase,1,16
MORTGAGE,212000,credit_card,0,19
RENT,175000,debt_consolidation,1,9
MORTGAGE,84000,debt_consolidation,1,13
OWN,94000,other,0,10
MORTGAGE,91000,debt_consolidation,4,9
RENT,125000,credit_card,1,16
MORTGAGE,58000,debt_consolidation,2,6
RENT,26000,debt_consolidation,0,8
MORTGAGE,100000,debt_consolidation,5,8
MORTGAGE,58300.32,debt_consolidation,1,13
RENT,70000,credit_card,1,5
MORTGAGE,138400,debt_consolidation,0,26
MORTGAGE,20000,credit_card,0,9
MORTGAGE,73000,credit_card,1,13
MORTGAGE,120000,debt_consolidation,0,9
MORTGAGE,95000,debt_consolidation,2,5
MORTGAGE,85000,major_purchase,2,9
RENT,47000,debt_consolidation,2,3
RENT,48000,credit_card,0,6
RENT,35000,debt_consolidation,0,10
MORTGAGE,81000,debt_consolidation,1,13
MORTGAGE,82600,debt_consolidation,1,6
RENT,40000,credit_card,3,12
MORTGAGE,80000,debt_consolidation,2,14
MORTGAGE,55000,debt_consolidation,3,11
MORTGAGE,51900,credit_card,0,10
RENT,50000,credit_card,1,9
MORTGAGE,55000,debt_consolidation,0,12
MORTGAGE,85000,debt_consolidation,1,11
MORTGAGE,97000,debt_consolidation,0,6
RENT,52000,debt_consolidation,1,7
RENT,62000,credit_card,0,10
MORTGAGE,47000,credit_card,0,7
RENT,79490,debt_consolidation,1,12
MORTGAGE,171000,debt_consolidation,2,11
MORTGAGE,53616,debt_consolidation,1,11
